treeID,Hmean,Hsd,Hmedian,Hmax,Hskew,Hkurt,Hentropy,H01TH,H02TH,H03TH,H04TH,H05TH,H06TH,H07TH,H08TH,H09TH,H10TH,H11TH,H12TH,H13TH,H14TH,H15TH,H16TH,H17TH,H18TH,H19TH,H20TH,H21TH,H22TH,H23TH,H24TH,H25TH,H26TH,H27TH,H28TH,H29TH,H30TH,H31TH,H32TH,H33TH,H34TH,H35TH,H36TH,H37TH,H38TH,H39TH,H40TH,H41TH,H42TH,H43TH,H44TH,H45TH,H46TH,H47TH,H48TH,H49TH,H50TH,H51TH,H52TH,H53TH,H54TH,H55TH,H56TH,H57TH,H58TH,H59TH,H60TH,H61TH,H62TH,H63TH,H64TH,H65TH,H66TH,H67TH,H68TH,H69TH,H70TH,H71TH,H72TH,H73TH,H74TH,H75TH,H76TH,H77TH,H78TH,H79TH,H80TH,H81TH,H82TH,H83TH,H84TH,H85TH,H86TH,H87TH,H88TH,H89TH,H90TH,H91TH,H92TH,H93TH,H94TH,H95TH,H96TH,H97TH,H98TH,H99TH,Imean,Isd,Imax,Iskew,Ikurt,I01TH,I02TH,I03TH,I04TH,I05TH,I06TH,I07TH,I08TH,I09TH,I10TH,I11TH,I12TH,I13TH,I14TH,I15TH,I16TH,I17TH,I18TH,I19TH,I20TH,I21TH,I22TH,I23TH,I24TH,I25TH,I26TH,I27TH,I28TH,I29TH,I30TH,I31TH,I32TH,I33TH,I34TH,I35TH,I36TH,I37TH,I38TH,I39TH,I40TH,I41TH,I42TH,I43TH,I44TH,I45TH,I46TH,I47TH,I48TH,I49TH,I50TH,I51TH,I52TH,I53TH,I54TH,I55TH,I56TH,I57TH,I58TH,I59TH,I60TH,I61TH,I62TH,I63TH,I64TH,I65TH,I66TH,I67TH,I68TH,I69TH,I70TH,I71TH,I72TH,I73TH,I74TH,I75TH,I76TH,I77TH,I78TH,I79TH,I80TH,I81TH,I82TH,I83TH,I84TH,I85TH,I86TH,I87TH,I88TH,I89TH,I90TH,I91TH,I92TH,I93TH,I94TH,I95TH,I96TH,I97TH,I98TH,I99TH,X,Y,Z,Biomass_ob
38,1.111209307,1.123260737,0.346,3.318,0.331368706,-1.615344987,0.750324353,0,0,0.004,0.007,0.01,0.014,0.016,0.019,0.022,0.025,0.027,0.029,0.031,0.033,0.035,0.037,0.039,0.041,0.043,0.045,0.046,0.049,0.05,0.053,0.05475,0.057,0.059,0.061,0.063,0.065,0.068,0.07,0.073,0.076,0.079,0.082,0.086,0.09,0.09641,0.101,0.108,0.11898,0.129,0.141,0.154,0.175,0.201,0.226,0.26331,0.346,0.63259,0.88128,1.12907,1.27,1.366,1.42664,1.47883,1.532,1.59021,1.64,1.67959,1.72856,1.79894,1.85764,1.89535,1.93708,1.98311,2.02384,2.05,2.0693,2.087,2.11,2.131,2.152,2.174,2.20544,2.27189,2.36182,2.41901,2.4732,2.52,2.542,2.561,2.57796,2.59615,2.616,2.639,2.66372,2.67691,2.693,2.709,2.73048,2.74667,2.764,2.78805,2.821,2.876,2.94162,3.01081,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586683.688,9603267,3.318,26.31
39,1.318113285,1.039875683,1.7515,3.264,-0.14046612,-1.613532855,0.781227899,0,0,0.006,0.011,0.015,0.02,0.02343,0.027,0.031,0.033,0.037,0.03988,0.042,0.045,0.049,0.052,0.056,0.059,0.064,0.068,0.071,0.076,0.081,0.085,0.092,0.098,0.105,0.112,0.11921,0.128,0.141,0.154,0.175,0.192,0.224,0.27864,0.34613,0.42662,0.51133,0.8098,1.23518,1.393,1.472,1.52,1.5681,1.627,1.665,1.7,1.726,1.7515,1.778,1.80448,1.827,1.846,1.864,1.879,1.896,1.91,1.92391,1.939,1.952,1.96638,1.98,1.992,2.00985,2.021,2.039,2.056,2.07281,2.0863,2.104,2.11728,2.12977,2.144,2.161,2.176,2.193,2.205,2.219,2.233,2.244,2.258,2.273,2.299,2.331,2.371,2.41563,2.5,2.57,2.6311,2.681,2.71908,2.76057,2.78912,2.814,2.837,2.859,2.888,2.928,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586683.938,9603247,3.264,36.03
40,1.679874473,1.079169955,2.123,3.25,-0.580350829,-1.288867102,0.79504771,0,0.003,0.01,0.015,0.021,0.027,0.03162,0.036,0.04194,0.047,0.052,0.057,0.062,0.067,0.073,0.078,0.084,0.09,0.096,0.104,0.11386,0.122,0.136,0.153,0.172,0.19916,0.256,0.37896,0.90614,1.2176,1.35392,1.421,1.47978,1.54044,1.5883,1.634,1.681,1.74608,1.80148,1.856,1.88706,1.92272,1.949,1.976,2.003,2.028,2.051,2.073,2.099,2.123,2.149,2.178,2.20798,2.238,2.267,2.29,2.30662,2.324,2.338,2.352,2.36726,2.381,2.393,2.407,2.4189,2.42856,2.438,2.45,2.459,2.4672,2.477,2.489,2.498,2.509,2.519,2.53,2.545,2.559,2.572,2.588,2.604,2.62,2.639,2.658,2.678,2.696,2.714,2.733,2.752,2.773,2.79806,2.83244,2.869,2.89904,2.9297,2.969,3.016,3.05968,3.11134,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586674,9603250,3.25,45.41
41,0.460591152,0.851740233,0.084,3.211,1.942916059,2.104627302,0.40564004,0,0,0.002,0.006,0.009,0.012,0.014,0.016,0.019,0.021,0.023,0.025,0.027,0.029,0.03,0.032,0.034,0.035,0.037,0.039,0.04,0.042,0.044,0.045,0.047,0.048,0.04966,0.051,0.052,0.054,0.055,0.057,0.058,0.06,0.061,0.063,0.064,0.066,0.067,0.069,0.07,0.072,0.073,0.074,0.076,0.077,0.079,0.081,0.083,0.084,0.086,0.088,0.089,0.092,0.094,0.096,0.098,0.1,0.102,0.104,0.106,0.109,0.111,0.114,0.117,0.12,0.123,0.126,0.13,0.134,0.139,0.144,0.15,0.156,0.164,0.175,0.18766,0.204,0.228,0.266,0.35098,0.47756,0.89714,1.322,1.455,1.708,1.94246,2.061,2.126,2.2112,2.312,2.42236,2.538,2.59852,2.657,2.70768,2.76126,2.854,2.91184,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586666,9603256,3.211,8.06
42,0.967535587,1.115327191,0.108,3.188,0.510230994,-1.593685841,0.624084064,0,0,0.00113,0.005,0.009,0.012,0.014,0.017,0.019,0.021,0.023,0.025,0.027,0.029,0.031,0.033,0.03407,0.037,0.038,0.04,0.042,0.044,0.045,0.04704,0.04975,0.051,0.053,0.055,0.057,0.059,0.06101,0.063,0.06543,0.068,0.071,0.073,0.074,0.076,0.079,0.0814,0.084,0.085,0.087,0.089,0.091,0.095,0.099,0.102,0.105,0.108,0.113,0.12,0.126,0.134,0.141,0.15076,0.172,0.19418,0.57102,1.062,1.15734,1.66618,1.84446,1.91344,1.95615,1.991,2.036,2.056,2.077,2.094,2.10841,2.127,2.148,2.17754,2.21225,2.24296,2.259,2.283,2.30309,2.3198,2.336,2.35,2.36593,2.38,2.39535,2.419,2.44577,2.475,2.50938,2.555,2.58161,2.61132,2.64306,2.69648,2.75645,2.788,2.80987,2.831,2.87329,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586682.125,9603252,3.188,4.87
43,0.924410731,1.045751939,0.114,3.124,0.529315305,-1.48776121,0.7020542,0,0,0.005,0.01,0.013,0.016,0.018,0.02,0.023,0.024,0.026,0.028,0.03,0.03162,0.033,0.035,0.037,0.038,0.04,0.042,0.043,0.045,0.047,0.049,0.05,0.052,0.054,0.055,0.057,0.059,0.06,0.063,0.064,0.066,0.068,0.07,0.072,0.074,0.076,0.079,0.081,0.084,0.086,0.089,0.092,0.096,0.1,0.104,0.109,0.114,0.121,0.129,0.141,0.158,0.181,0.214,0.29381,0.66856,1.021,1.2018,1.434,1.53246,1.609,1.66412,1.718,1.752,1.78,1.80144,1.824,1.849,1.87,1.894,1.922,1.951,1.981,2.019,2.06141,2.108,2.151,2.1914,2.223,2.248,2.273,2.296,2.32,2.346,2.372,2.395,2.419,2.444,2.475,2.50036,2.527,2.561,2.60535,2.648,2.712,2.78568,2.91267,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586668.875,9603251,3.124,8.06
44,1.303755174,1.141078834,1.273,3.112,0.082287277,-1.681417717,0.761321924,0,0.001,0.006,0.01,0.014,0.018,0.022,0.024,0.027,0.03,0.032,0.035,0.037,0.04,0.042,0.045,0.047,0.049,0.052,0.054,0.056,0.058,0.061,0.064,0.067,0.07,0.073,0.076,0.079,0.083,0.087,0.091,0.096,0.102,0.108,0.118,0.13,0.14732,0.18546,0.2706,0.61574,0.82588,0.913,0.98416,1.041,1.085,1.12258,1.172,1.224,1.273,1.33928,1.439,1.555,1.618,1.667,1.70384,1.73698,1.776,1.813,1.848,1.88454,1.94868,2.013,2.08096,2.145,2.197,2.252,2.296,2.34166,2.379,2.406,2.434,2.453,2.46936,2.488,2.509,2.529,2.551,2.569,2.586,2.603,2.618,2.637,2.659,2.683,2.707,2.731,2.752,2.774,2.797,2.817,2.835,2.855,2.871,2.887,2.903,2.922,2.94172,2.966,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586673.563,9603235,3.112,75.18
45,2.28002228,0.430209872,2.306,3.107,-0.713931702,0.305367681,0.420853853,1.1251,1.2722,1.3358,1.3834,1.435,1.4828,1.532,1.5754,1.608,1.642,1.6923,1.7356,1.777,1.8182,1.8695,1.9068,1.93,1.9524,1.967,1.982,1.9933,2.005,2.017,2.028,2.041,2.055,2.064,2.073,2.083,2.092,2.101,2.109,2.117,2.1262,2.135,2.1448,2.153,2.162,2.169,2.179,2.19,2.202,2.2169,2.228,2.24,2.2518,2.264,2.274,2.2897,2.306,2.3183,2.332,2.3489,2.369,2.39,2.407,2.425,2.441,2.46,2.477,2.488,2.499,2.513,2.522,2.53,2.538,2.548,2.556,2.568,2.579,2.59,2.6,2.612,2.623,2.6345,2.646,2.655,2.6694,2.679,2.688,2.695,2.701,2.709,2.717,2.723,2.731,2.738,2.746,2.7557,2.765,2.777,2.787,2.8,2.821,2.848,2.875,2.9061,2.935,2.98,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586676.563,9603251,3.107,48.52
46,1.023588113,1.096805878,0.425,3.065,0.608814318,-1.354763637,0.640135214,0,0,0.003,0.007,0.012,0.017,0.021,0.025,0.029,0.031,0.03306,0.03652,0.04,0.043,0.045,0.047,0.049,0.053,0.055,0.057,0.059,0.062,0.066,0.068,0.074,0.079,0.08242,0.089,0.095,0.0998,0.108,0.113,0.12,0.126,0.1351,0.142,0.152,0.15844,0.166,0.173,0.178,0.185,0.199,0.20872,0.227,0.24348,0.25424,0.30228,0.339,0.425,0.48114,0.52968,0.57038,0.596,0.6502,0.69276,0.72444,0.774,0.80228,0.8452,0.93724,1.01464,1.09396,1.25688,1.3527,1.53208,1.65582,1.79036,1.88174,1.977,2.03298,2.10148,2.15332,2.19904,2.2195,2.26996,2.31226,2.34088,2.37502,2.4044,2.45986,2.54544,2.5979,2.63328,2.66,2.67156,2.683,2.693,2.71094,2.7294,2.743,2.75864,2.77078,2.79296,2.818,2.83732,2.88758,2.92124,2.96654,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586692.063,9603238,3.065,14.18
47,1.018017806,1.090420919,0.159,2.98,0.382786614,-1.679308333,0.841698075,0,0,0.003,0.007,0.01,0.013,0.016,0.02,0.022,0.025,0.028,0.03,0.033,0.035,0.036,0.038,0.04,0.042,0.043,0.045,0.048,0.05094,0.052,0.054,0.056,0.058,0.06,0.062,0.064,0.066,0.068,0.071,0.073,0.076,0.079,0.081,0.084,0.086,0.08803,0.0928,0.095,0.098,0.10211,0.105,0.10965,0.115,0.122,0.131,0.14173,0.159,0.19827,0.22008,0.246,0.27016,0.32035,0.46136,1.48978,1.58462,1.642,1.698,1.737,1.779,1.82251,1.876,1.93405,1.96446,2.003,2.02872,2.065,2.0919,2.10934,2.12344,2.14321,2.15998,2.172,2.185,2.197,2.20812,2.22,2.2372,2.25537,2.28214,2.307,2.34368,2.3708,2.39222,2.4209,2.45076,2.478,2.5023,2.52707,2.55184,2.58561,2.62,2.66715,2.729,2.77969,2.84092,2.92561,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586688.313,9603238,2.98,16.91
48,0.903946615,1.096360053,0.106,2.916,0.638921539,-1.450514102,0.768156609,0,0,0.001,0.0046,0.007,0.009,0.012,0.014,0.017,0.019,0.021,0.023,0.025,0.027,0.029,0.031,0.032,0.035,0.037,0.039,0.04,0.042,0.04395,0.045,0.047,0.05,0.052,0.053,0.055,0.057,0.059,0.061,0.063,0.065,0.067,0.068,0.07,0.072,0.07335,0.075,0.078,0.081,0.083,0.085,0.088,0.091,0.095,0.099,0.103,0.106,0.11,0.116,0.122,0.129,0.135,0.1414,0.15405,0.1791,0.20835,0.295,0.373,0.4696,0.94995,1.468,1.6295,1.7148,1.745,1.7844,1.85655,1.93,2.06915,2.127,2.15945,2.1732,2.182,2.201,2.21605,2.235,2.27135,2.326,2.3663,2.39,2.4239,2.454,2.4795,2.497,2.521,2.547,2.5657,2.5835,2.60215,2.6158,2.63145,2.646,2.66675,2.6884,2.729,2.756,2.80405,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586686.125,9603245,2.916,21.02
51,0.715438485,0.858317233,0.132,2.741,0.844036651,-0.891217032,0.759146201,0,0,0.004,0.008,0.011,0.014,0.018,0.021,0.023,0.026,0.028,0.03,0.032,0.034,0.037,0.039,0.04,0.043,0.045,0.047,0.048,0.05,0.051,0.053,0.054,0.05616,0.058,0.06,0.062,0.064,0.066,0.069,0.07,0.072,0.074,0.077,0.079,0.082,0.086,0.089,0.09156,0.094,0.097,0.101,0.105,0.109,0.113,0.11768,0.125,0.132,0.13816,0.145,0.156,0.168,0.1888,0.21096,0.244,0.2954,0.342,0.4106,0.46976,0.55092,0.62808,0.759,0.8698,0.96368,1.01572,1.11592,1.22204,1.3006,1.37836,1.44904,1.50704,1.54852,1.603,1.64532,1.69032,1.72248,1.747,1.7678,1.79296,1.81324,1.83928,1.85444,1.871,1.89052,1.90492,1.922,1.942,1.979,2.02212,2.18788,2.22588,2.272,2.321,2.42272,2.51152,2.57836,2.635,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586695.188,9603250,2.741,11.67
